ID,YearsExperience,Salary
3705,4.1,55358.8
3706,2.9,61448.8
3707,5.2,75844.1
3708,9.8,114313
3709,5.3,68047
3710,9.3,114554.3
3711,2.4,46687.2
3712,9.5,123430.1
3713,3.6,56992.9
3714,8.5,100030.2
3715,7.2,98120.2
3716,11.2,136056.6
3717,5.3,75503.3
3718,1.7,44958.2
3719,1.2,36078.6
3720,10.1,121557.5
3721,6.8,95358.9
3722,9.5,118381.2
3723,3.6,57720
3724,4.8,77731.9
3725,1.3,24203.1
3726,11.6,145720.1
3727,8.3,94182.9
3728,11.3,127797.7
3729,3.9,61667.6
3730,7.7,97040.4
3731,8.5,110455.8
3732,4.5,61391.8
3733,10.3,123917
3734,11.4,129521.8
3735,10.7,127928.9
3736,9.1,110761.6
3737,4.1,63660.2
3738,4.1,60496.8
3739,11.6,131586.7
3740,1.1,36973.7
3741,8.9,114008.5
3742,8.8,104366.5
3743,7.8,94168.3
3744,11.9,140650
3745,4.4,66536.1
3746,4.7,74282.3
3747,1.9,37438.6
3748,5.9,70376.1
3749,3.9,58453.5
3750,4.8,65707.6
3751,10.2,120610.9
3752,11.3,127980.1
3753,3,57748.8
3754,5.1,71409
3755,11.2,131670.4
3756,1.7,41604.6
3757,2,44989.2
3758,2.8,51085.3
3759,7.5,99025.6
3760,2.7,45490.4
3761,11.6,142754.9
3762,5.9,79411.2
3763,6.5,79096.5
3764,3.7,60989.9
3765,6.2,78494.4
3766,8.3,106824.4
3767,9.3,124738.9
3768,9.3,108263.9
3769,7.4,96228.3
3770,10.9,118489.1
3771,10,121805.6
3772,9.3,108040
3773,1.6,36584.2
3774,1.1,28854.7
3775,3.3,60476.2
3776,8.3,108904
3777,5.5,77172.7
3778,5.4,71294.2
3779,10.7,135139.3
3780,10.9,123195.2
3781,11,116716.4
3782,4.5,69489
3783,8.6,99955.2
3784,4,68062.6
3785,3.1,51980.6
3786,3,56866.6
3787,4.8,77697.3
3788,5.7,72232.1
3789,10.1,117510.2
3790,2.3,46337.6
3791,9.1,119291.4
3792,6.8,85861
3793,4.2,60905.5
3794,6.4,88200.3
3795,4.3,62249.1
3796,7.6,97113.5
3797,5.8,70719.8
3798,2.8,63770.7
3799,2.3,38880.5
3800,7,89327.7
3801,10.9,127922
3802,4.8,80748.2
3803,9.1,103084.6
3804,8.2,113858.7
3805,11.2,135367
3806,10,121971.2
3807,7.2,87690.4
3808,8.2,105790
3809,10.9,123639.3
3810,5.4,82911.2
3811,4.6,62838.1
3812,1.1,34789.2
3813,10.1,117112.7
3814,9.8,112037.5
3815,2.1,49301.7
3816,7.3,97256.5
3817,6.1,89289.7
3818,2.3,36684.8
3819,11.8,142178.7
3820,3.4,70626.3
3821,1.7,38761.5
3822,7.5,106730
3823,9.1,109631.4
3824,1.4,29996.1
3825,8.2,101062.5
3826,6.9,95491.3
3827,2.1,40345.4
3828,2.9,48874.8
3829,7.2,96657.9
3830,4.3,65121.5
3831,11.3,135104.9
3832,10,120735.8
3833,11.8,139221.6
3834,3.9,58873.4
3835,11.7,136396.4
3836,5.7,73938.8
3837,4.8,77627.6
3838,1.6,35985.1
3839,1.6,46095.6
3840,8.6,104926.1
3841,6,83029.3
3842,3.5,55077.1
3843,7.8,92438.6
3844,3.8,50825.9
3845,7.4,88441.3
3846,5,69826.4
3847,10.1,121090.9
3848,10,125259.2
3849,6.3,81425.8
3850,4.9,65833.7
3851,5,63918.4
3852,9.9,120736.4
3853,4.6,76147.2
3854,3.3,63111.2
3855,1.9,47071.4
3856,6.1,86381.5
3857,6.3,93908.8
3858,10.2,123567.3
3859,3.4,60909
3860,5.2,72108.2
3861,9.9,110715
3862,10.1,116089.4
3863,5.2,74227.1
3864,6.1,82363.8
3865,4.3,76596.5
3866,11.3,131691.3
3867,2.3,53223.3
3868,11.3,128928
3869,8.5,103642.9
3870,6.8,82123
3871,1.4,33541.9
3872,6.2,86683.1
3873,5.5,76725.7
3874,2.8,56329.7
3875,8.2,103545.2
3876,11.7,133277.9
3877,7.2,104750.8
3878,8.9,108071.3
3879,1.8,47917.1
3880,5.6,75470.9
3881,2.3,50361.7
3882,7.7,103187.5
3883,11.3,133018.9
3884,8.3,89923.3
3885,1.8,42383.9
3886,4.9,78046.3
3887,7.1,94489.1
3888,5.4,78704.6
3889,10.2,111324.2
3890,10,114954
3891,7.7,100198.1
3892,5.1,75413.8
3893,3.8,67632.7
3894,2.2,44493.6
3895,4.9,73459
3896,5.5,77338.8
3897,8.4,99030.6
3898,8.2,90099.1
3899,1.8,43996.1
3900,5.3,76357.9
3901,3,49737.1
3902,2.7,41544.3
3903,10.1,123817.4
3904,1.5,37168.2
3905,5.6,80986.1
3906,2.9,62206.7
3907,10.7,113729.2
3908,7.1,88290.1
3909,3.5,57179.2
3910,6.5,94660.7
3911,9,101185
3912,11.5,144719.5
3913,3.4,57973.1
3914,10.7,125879.5
3915,11.3,130311.1
3916,11.1,127120.1
3917,8,106210.3
3918,7.9,93792.5
3919,5.4,78143.3
3920,9.3,110361.2
3921,6.8,85264.1
3922,8.5,119178.4
3923,5.7,81179.5
3924,9,113766.3
3925,10.1,126364.1
3926,2.6,41571.9
3927,10.2,130679.7
3928,6.9,76431.6
3929,10.3,117801.8
3930,5.7,76564.9
3931,5.2,76952.3
3932,11.1,130641.4
3933,3.8,59474.3
3934,10.3,121986.6
3935,6.3,79142.7
3936,6.7,79365.6
3937,4.4,70426
3938,7.3,97744.9
3939,4.6,76964.3
3940,1.4,33962.4
3941,4,66446.5
3942,1.1,33374.8
3943,11.8,142654.9
3944,11.6,140402
3945,5.3,76555.5
3946,9,108113.3
3947,4.8,75618.1
3948,8.4,107675.5
3949,9.9,114194.8
3950,11.4,125288
3951,5.4,74286.6
3952,9.6,124195.9
3953,3.9,68352.5
3954,11.9,131022.6
3955,1.3,30446.8
3956,7.6,104162.8
3957,8.3,96503
3958,8.6,108668.2
3959,2.3,43367.3
3960,11.3,140900.5
3961,3,48823.8
3962,7.9,105426.8
3963,3.4,58479
3964,4.4,67643.5
3965,7,80084.2
3966,5.6,65346.5
3967,2.8,49720.1
3968,2.9,53447.6
3969,5.6,71472
3970,9.3,106929.4
3971,10.9,130781
3972,1.9,46190.7
3973,5.3,74390.9
3974,2.1,49081.6
3975,1.2,29456.8
3976,8.3,101093.1
3977,7.6,106137.5
3978,2.8,51626
3979,3.6,59309.2
3980,1.3,49657.5
3981,10.2,113265.4
3982,11.7,140070.5
3983,2.5,57684.2
3984,3.5,56543.3
3985,10.6,129376
3986,11.2,125112.2
3987,5.6,74078
3988,1.6,41713.1
3989,1.4,42858.5
3990,7.3,100228.3
3991,5.3,83916.9
3992,1.3,36899.4
3993,7.4,101601.7
3994,1.1,33558.9
3995,9.7,121189.7
3996,4.4,67312
3997,1.4,40975.2
3998,7.5,97825.4
3999,5.4,66663.7
4000,11.7,129238.2
4001,7,91440.8
4002,4,53473.8
4003,8.8,112692.2
4004,4,67393.4
4005,10.9,130123.4
4006,5.1,66980.9
4007,7,99174.5
4008,1.6,50947.4
4009,5.7,79415.7
4010,10.2,123676.9
4011,9.9,119173.1
4012,3.5,60581.8
4013,3.5,57130.4
4014,10,119063.4
4015,11.2,136077.5
4016,2,57327.7
4017,6,73252.3
4018,4.7,68795.9
4019,10.6,118204.7
4020,1.9,51883.2
4021,3.3,52958
4022,9.3,104446.5
4023,1.6,43198.9
4024,6.4,95251.3
4025,5.9,83965.9
4026,4.7,70204.3
4027,5.3,77601.7
4028,6.8,97297.1
4029,2.8,46183.7
4030,7.3,93131.4
4031,9.9,115491
4032,9.4,106785.8
4033,2.7,48459.7
4034,2.6,56007
4035,3.9,65343.2
4036,5,75434.7
4037,5.5,77576
4038,8.5,107878.8
4039,1.6,35713.1
4040,1.4,36171.6
4041,5.3,76110.8
4042,8.7,108319.9
4043,3.1,56196.2
4044,8.1,100208.7
4045,3.9,59196.6
4046,10.7,144064.8
4047,10.9,132475.5
4048,4.3,67511.4
4049,3.5,56901.8
4050,5.5,74529.8
4051,3.6,58569.9
4052,8.4,105829.7
4053,10.1,109651.7
4054,8.4,95489.7
4055,10.1,116427.6
4056,5.4,76723.7
4057,2.7,49209.2
4058,9.1,119273.5
4059,5,63479.7
4060,8.4,99874.9
4061,4,70931.9
4062,1.9,43475.2
4063,11.9,142424.7
4064,2.7,62005.9
4065,11.9,133164.3
4066,11.8,135330.6
4067,9.7,115291.8
4068,8.3,91914.7
4069,7.4,92625.2
4070,10.5,129256
4071,4.2,67408.3
4072,6.1,86375.4
4073,7.8,96583.6
4074,5.5,73372.3
4075,5.7,85832.9
4076,4.6,65850.1
4077,7.2,94594.3
4078,10.4,123628.4
4079,3.2,63420.9
4080,11.3,136864.2
4081,8.6,98685.4
4082,10.1,113236.2
4083,7.1,95351.2
4084,9.6,114968.8
4085,1.2,33436.8
4086,10,125047.9
4087,1.4,39518.9
4088,10.8,127097.6
4089,11.9,141773.1
4090,4.2,62768.7
4091,3.3,64931.9
4092,9.4,109450.6
4093,3.8,64273.7
4094,10.5,132291
4095,2.1,37286.7
4096,2.4,45471.2
4097,11.8,142467.8
4098,8.4,110814.8
4099,10.3,121372.7
4100,4.6,63903.7
4101,8.4,109964
4102,7.5,102687.8
4103,7.6,90482.5
4104,8.5,98514.8
4105,7.3,95366.1
4106,5.7,82418.4
4107,4,61307.8
4108,9.5,117990.5
4109,3.5,53848
4110,8.6,94442.6
4111,3.6,56182.5
4112,7.9,99654.6
4113,9.2,110414.1
4114,3.4,50554.4
4115,1.7,30376.1
4116,2.4,45038
4117,7.7,102311
4118,10.3,129622.4
4119,1.5,45617.3
4120,9.1,106050.3
4121,4.8,63326.5
4122,6.3,86818.2
4123,11.2,134404.2
4124,4.7,71044.2
4125,6.1,71407
4126,1.2,30872.8
4127,1.9,42614.3
4128,3.8,63903.2
4129,1.3,41484.2
4130,7.9,100736
4131,5.7,80471.8
4132,7,91752.2
4133,2.9,56286.7
4134,4.3,66809.7
4135,8.3,103670
4136,11.6,133140.2
4137,1.6,39993.5
4138,10.8,129563.1
4139,7.3,95760.4
4140,7.2,95046.9
4141,6.5,93810.4
4142,1.8,42994.5
4143,2,40011.6
4144,7.6,101703.9
4145,4.8,62100.8
4146,11.1,123600.5
4147,5.5,78441.1
4148,2.6,52079.9
4149,8.9,101630.5
4150,4.2,62651.4
4151,6.8,85531.3
4152,8.7,104116.1
4153,10.9,133156.9
4154,9.7,120596.9
4155,8.4,104498.7
4156,8.5,101892.7
4157,11.4,125079.3
4158,4.3,72990.7
4159,1,37724.9
4160,4,58616
4161,3.4,60971.9
4162,8.3,102702.9
4163,8,98566.7
4164,7.5,98421.9
4165,1.2,31840.2
4166,9,108132
4167,4.6,68608.2
4168,8.3,100637.5
4169,7.1,95895.8
4170,4.8,80376.8
4171,2.5,44069.2
4172,2,34801.5
4173,10.1,109540.3
4174,11.1,128923.8
4175,8.1,98134.9
4176,2.1,46212.5
4177,5.4,76830.2
4178,9,101105.8
4179,9.6,105211.3
4180,2.3,48241.8
4181,1,35058.7
4182,8.8,105943.3
4183,4.9,62099.4
4184,3.8,63387.4
4185,1.1,42751.4
4186,6.9,92016.5
4187,10.4,118035.8
4188,11.5,134092.7
4189,7.2,85467.7
4190,6.7,93692.3
4191,1.9,43597.4
4192,7,81465.6
4193,5.2,72115.4
4194,7.7,100000.4
4195,5.3,72843.7
4196,3.6,57734.3
4197,2,37322.9
4198,4.5,70201.9
4199,2.1,40718.1
4200,2.9,40627.6
4201,11.9,134855.2
4202,5.9,85949.2
4203,6.9,87422.3
4204,10.6,134829.3
4205,12,140185.9
4206,7.4,96765.4
4207,9.9,118036.4
4208,4.6,67901.7
4209,4.4,64607
4210,5.4,74468.7
4211,8.4,107173.6
4212,8.5,99978.5
4213,4.5,61050.7
4214,2.5,41864.3
4215,8,111474.9
4216,2.4,50603.3
4217,7.4,96134.9
4218,8.6,100465.4
4219,8.7,110612.2
4220,9.3,111969.4
4221,10.6,126229.2
4222,6.5,80807.4
4223,9,111103.5
4224,7.8,96290.8
4225,3.1,49418
4226,1.3,41073.7
4227,4.1,55277.2
4228,5.9,83509.6
4229,7.8,102273.7
4230,10.3,117732.1
4231,3.2,50110.5
4232,2.4,46101.8
4233,11.6,136028.6
4234,2.2,44674.6
4235,6.3,86461.6
4236,7.4,105025.9
4237,7,87734.6
4238,1.9,33649.8
4239,1.6,44844.7
4240,2.2,54676.3
4241,7.4,97366.1
4242,7,84799.8
4243,3.6,57902.6
4244,8,94339.7
4245,10,123138.7
4246,1.5,31063.8
4247,6.5,84400.2
4248,8.6,100335.4
4249,3.8,61235.1
4250,4.4,64242.2
4251,7.8,99074
4252,10.9,127763.1
4253,9.9,112972
4254,7.4,98419.8
4255,9,109931.7
4256,5,66693.4
4257,8.1,113457.6
4258,6.1,85421.7
4259,3.1,53184.9
4260,8.7,115157.4
4261,7.1,102441.9
4262,4.9,70763.9
4263,11,130974.1
4264,1.2,30949.3
4265,4.5,66299.5
4266,1.6,39097.8
4267,9.4,115011.9
4268,8.7,109142.7
4269,4.6,71872.7
4270,8.4,105861.9
4271,5.4,68685.1
4272,9.3,107662.5
4273,6,78454.8
4274,5.5,75576.2
4275,11.3,137338.9
4276,3.8,53873.7
4277,2.3,44819.9
4278,7.4,100390.4
4279,11.7,133381.8
4280,5.2,76149
4281,1.7,39966.5
4282,4.7,71004.7
4283,6.6,85611.9
4284,2.8,54860.2
4285,8.2,94067.6
4286,12,135982.1
4287,6,82914.7
4288,4.9,74156.5
4289,5.4,84299.8
4290,2.3,44080.9
4291,10.7,134387.4
4292,5.6,73733.8
4293,5.3,81985
4294,8.3,107444
4295,5.9,75139.2
4296,8.1,103398.7
4297,1.7,40399
4298,10,122382.6
4299,11.3,130814.6
4300,8.1,100018.9
4301,11.5,141180.9
4302,2.7,49487.4
4303,6.3,88546.7
4304,7.6,95595.5
4305,7.4,104089.5
4306,5.4,72236.7
4307,4.7,66007.6
4308,2.4,56006.6
4309,5.3,72531.5
4310,2.8,60160
4311,9.1,115622.4
4312,3.3,55141.2
4313,1.6,30246
4314,7.1,91608.3
4315,7.5,96740.3
4316,10.6,131460.3
4317,7.3,103157.8
4318,4.8,66380.3
4319,9.8,122251.1
4320,6.9,94740.1
4321,1.9,48541.9
4322,7.2,95906.8
4323,11,117823.8
4324,5.4,74625.6
4325,4.3,58638.3
4326,2.6,48078.8
4327,2.7,55521.1
4328,5.8,80991
4329,7.6,102639
4330,1.9,44589.2
4331,11.3,124705.6
4332,9.3,98697.3
4333,7.5,96109.6
4334,10.1,119217.7
4335,1.9,37170.4
4336,6.2,74355.4
4337,7.9,95687.3
4338,10.1,119348.7
4339,9.6,119463.1
4340,4,64154.2
4341,11.3,141094.6
4342,2.4,41432.7
4343,10.6,130194.8
4344,11.7,135491.5
4345,2.9,56597.8
4346,8.9,106915.6
4347,1.4,44478.7
4348,5.5,78092.6
4349,6.7,84166.1
4350,7.4,94588.7
4351,11.3,130248.8
4352,8.4,106913.8
4353,6.3,77729.4
4354,9.9,118299.4
4355,11.5,135316.2
4356,1.2,36776.6
4357,11.8,143963
4358,1.9,47579.9
4359,10,118911.5
4360,4.1,64650.6
4361,2.5,49691.6
4362,5.8,82276.2
4363,8.1,91028
4364,5.2,72211.8
4365,1.6,31669.2
4366,7.6,103760.1
4367,10.9,127762.3
4368,5.2,73052.1
4369,3.4,61800.8
4370,5.9,82665.5
4371,1.5,33014.1
4372,10,119191
4373,10.1,118321.7
4374,7.5,85665.1
4375,4.9,67143
4376,9.8,116408.9
4377,7.1,91314.8
4378,10.1,111864.8
4379,7.9,106378.2
4380,9.6,115265.8
4381,7.6,96728.5
4382,5.6,79588.3
4383,11.5,129469.3
4384,7,93098.7
4385,7.7,95144.3
4386,3.4,52204
4387,7.9,102541
4388,7.3,102058
4389,3,57565.3
4390,1.7,45653.5
4391,7.6,94209.7
4392,9.4,104749.7
4393,6.8,97038.4
4394,3.5,69360
4395,8.3,112210.3
4396,1.9,40747.4
4397,5.9,73769.8
4398,2.8,45320.7
4399,3,44057.1
4400,3.2,54726.1
4401,5.3,83475.2
4402,1.6,38823
4403,5.4,77339.2
4404,6.6,95182.3
4405,6.3,82276.7
4406,5.2,85471.2
4407,10.2,132667
4408,2.6,48671.6
4409,6.6,83635.5
4410,1.7,44646.3
4411,1.8,39751.4
4412,7.3,87483.8
4413,7.2,100300.3
4414,10.7,132371.8
4415,7.1,93158.5
4416,11.6,127006
4417,1.5,32484.4
4418,2.1,45085.6
4419,1.5,36083.5
4420,3,51650.2
4421,7,96277.8
4422,8.1,105505.1
4423,1.5,46743.3
4424,11.4,127091.8
4425,10.3,119921.7
4426,4.3,69375.2
4427,1.8,44827.4
4428,2.9,60527
4429,2.4,49845.6
4430,2.4,57448.2
4431,6.7,91222.2
4432,3.7,65793.6
4433,4.9,69717.5
4434,11.9,137236.7
4435,8.5,110526.4
4436,11.4,141964.1
4437,2.6,53194.8
4438,5.2,73556.3
4439,7.1,99664.4
4440,1.8,30019.5
4441,1,26780.3
4442,8.4,107801.2
4443,8.1,101093.9
4444,5.5,80385.5
4445,6.4,85556.6
4446,5.6,80676
4447,1.3,32239.3
4448,4.7,72350.1
4449,2.9,58266.6
4450,2.1,51354.7
4451,11.5,145008.7
4452,7.6,97966.3
4453,9,111573.4
4454,4.5,58562.4
4455,5.3,72194
4456,3.6,57846.6
4457,2.1,50251.1
4458,3,49491.7
4459,9.8,121652.6
4460,8.5,104719.7
4461,7,90160.4
4462,6.2,85075.4
4463,11.1,127997.4
4464,1.8,39459.7
4465,4.1,53933.3
4466,4.8,69287.5
4467,9.6,112947
4468,11.9,134584.2
4469,3.6,61646.9
4470,10.6,128865.1
4471,10.1,121939.5
4472,3.5,63217.6
4473,5.4,79027.2
4474,5.5,75233.5
4475,11.8,133395.5
4476,3,54851.1
4477,9.8,120578.8
4478,4.7,76854.1
4479,9,116932.9
4480,5.6,74930.2
4481,7.4,93848
4482,10.2,124600.1
4483,9.8,123863.1
4484,10.5,129613.2
4485,1.7,40138.1
4486,8.6,99224
4487,2.5,43263.7
4488,5.6,79046.9
4489,7,93237.4
4490,5.4,70018.9
4491,6.7,88560.8
4492,12,141416.5
4493,2.5,41916.2
4494,8.4,110690.7
4495,5.4,73351.1
4496,2.5,55157.1
4497,2.7,47815.7
4498,11.4,127233.8
4499,10.7,123170.4
4500,11,128052.7
4501,11.9,135195.2
4502,3.3,54744.6
4503,4.9,73113.5
4504,8.4,102905.9
4505,6.3,84219.5
4506,5.6,68231.5
4507,4.9,73682.9
4508,7.5,95522.6
4509,7.3,103135.7
4510,2.8,45827.5
4511,6.2,73223.2
4512,7.1,95287.6
4513,7.3,95517
4514,3.3,50499.5
4515,9.2,102902.5
4516,1.3,45514.8
4517,4.9,79090.5
4518,9.6,101491
4519,7.2,90352.2
4520,3.9,70752.1
4521,8.6,103876.1
4522,7.2,90534.7
4523,9.8,115486.1
4524,9.1,104435.6
4525,7.7,88185.4
4526,6.4,90929.9
4527,2.5,37836.6
4528,3.9,62846.4
4529,5.6,82821.2
4530,7.6,88479.7
4531,6.7,82529.3
4532,4.2,71039
4533,1.1,37950.1
4534,6.5,82430.1
4535,4.1,70711.9
4536,9.1,117407.4
4537,1.3,38291.9
4538,7.4,90057
4539,11.4,129852
4540,2.9,54029.4
4541,6.2,82271.3
4542,2,49052.1
4543,7.9,90783
4544,7.1,83169.7
4545,5.5,77655.1
4546,6.7,85746.3
4547,10.9,123990.2
4548,3.2,44815.8
4549,1.2,36753
4550,10.5,123572.8
4551,7.3,97943.5
4552,10.8,127267
4553,7.6,95608.8
4554,9.9,125095.9
4555,5.7,71623.1
4556,9.2,115245.3
4557,11,119863.3
4558,7.3,89081.9
4559,3,46309.5
4560,4,66612.2
4561,3.2,54581.4
4562,3.7,59883.3
4563,4.4,59961
4564,7.1,90328.2
4565,7.5,91150.3
4566,5.7,80776.9
4567,7.8,92728.7
4568,1.9,50214.1
4569,2,34053.8
4570,2.9,47649.7
4571,6.7,97531.1
4572,3.4,54109.5
4573,4.1,56392.6
4574,5.4,77135.6
4575,9.9,116032.9
4576,1.2,31064.9
4577,8.1,95672.6
4578,8.4,119308.4
4579,9.8,115911.4
4580,11.3,120489.6
4581,1.2,44744.4
4582,2.7,53701
4583,10.7,122129.2
4584,6,76742.9
4585,7.2,96753.2
4586,8.3,101838.8
4587,8.5,94116.7
4588,11.2,141146.5
4589,12,135503.7
4590,8.9,117521.5
4591,4.2,71303.7
4592,10.7,120150.3
4593,1.5,45192.3
4594,3.5,54676
4595,10.9,117142.3
4596,3.8,58554.8
4597,3.4,59458.3
4598,2.5,46068.6
4599,10.5,121885.4
4600,6.5,92673.9
4601,8.4,105048.5
4602,3.6,54433.2
4603,9.3,117021.9
4604,9.4,114405.8
4605,4.4,52691.7
4606,5.5,79383.8
4607,3.3,58286.5
4608,11.7,135923.8
4609,8.1,106394.7
4610,11.3,127683.5
4611,4.3,67716.7
4612,9.6,106812.9
4613,9.4,116185.3
4614,8.6,117117
4615,11.6,129112.6
4616,5.3,70959.2
4617,2.4,43915.7
4618,8.4,104849
4619,9,104165.1
4620,7.3,96431.1
4621,3.3,60532.4
4622,6.5,89724.2
4623,4.4,56861.1
4624,5.7,84298.1
4625,8.1,106610.1
4626,9.2,116405.2
4627,3.6,60522.8
4628,5.5,77662.9
4629,4,68050.5
4630,3.2,65702.2
4631,9.6,110401.5
4632,11,134843.5
4633,5.1,72301.5
4634,9.3,111668.1
4635,10.9,118948.1
4636,10.3,120659.8
4637,3,47724.8
4638,11.5,131110.4
4639,5.1,67312.4
4640,4.7,67051.8
4641,1.7,38516.9
4642,6.3,85376.8
4643,2.2,36600.3
4644,3.7,52050.4
4645,4.5,69268
4646,9.9,113916
4647,10.6,131313.6
4648,4.3,66999.1
4649,10.4,126952.5
4650,10.4,131295.6
4651,9.4,112051.4
4652,2.6,46334.5
4653,8.6,110931.5
4654,11.4,135382.2
4655,8.5,104200.4
4656,4.6,76550.7
4657,6.5,85146.3
4658,8.1,101604.3
4659,6.6,87490.4
4660,2.3,41540.9
4661,4.4,67170.9
4662,9.8,125517.6
4663,10.5,126330.5
4664,2.5,48744.1
4665,11.5,132393.7
4666,4.6,70329.3
4667,8.3,107338.1
4668,9.3,115856.9
4669,9.9,116843.8
4670,11.4,134424.6
4671,4.4,69509.9
4672,10.4,117907.3
4673,2.4,48927.7
4674,8.8,95500.8
4675,9.2,114124.8
4676,8.5,108439.9
4677,3.8,64706.5
4678,10.6,122841.5
4679,2.9,53579.1
4680,1.6,47836.3
4681,8.9,116784.2
4682,6.2,83560.5
4683,10.3,123340.6
4684,5.2,80364.4
4685,2.9,43398.1
4686,10.2,119439.3
4687,7,98825.6
4688,3.1,59418.3
4689,8.9,111246.7
4690,6.6,79007.5
4691,7.6,96837.1
4692,6.1,78909.5
4693,10.1,122293.3
4694,10.1,116004.9
4695,8.8,102302.9
4696,2.2,33707.8
4697,10.2,128329
4698,8.4,101814.1
4699,8.7,107632.3
4700,5,72017.6
4701,10.7,119729.7
4702,9,102659.5
4703,2.2,40380.1
4704,5.5,72642.5
4705,10.8,128487.1
4706,1.5,34754.6
4707,11.6,144003.4
4708,8.5,110640.7
4709,7.9,104449.8
4710,4,61753.5
4711,3.7,68627.9
4712,11.4,131005.6
4713,4.3,65128.6
4714,9.5,115862.1
4715,5.3,79087.6
4716,2.5,52335.2
4717,1.1,32755.1
4718,7,87892.9
4719,11.7,139308.3
4720,5.1,76669.3
4721,4.9,69228.5
4722,4.8,61190.7
4723,6.7,87249.1
4724,5.8,83591.9
4725,10.7,135860.9
4726,6.6,80147.8
4727,6.6,84694
4728,2.5,46504.3
4729,11.8,144035.2
4730,3.7,60087.3
4731,1.8,36850.5
4732,8.3,106356.2
4733,7.5,93923.5
4734,5.6,70605.5
4735,5.6,73192.4
4736,9.6,125602
4737,3.2,56790.9
4738,10,120165.7
4739,8.1,100337.7
4740,5.6,79483.6
4741,6,83477.1
4742,3.8,62610.3
4743,9.3,113122.3
4744,6.6,92469.6
4745,4.5,67780
4746,7.6,90788.6
4747,12,134379.6
4748,5.8,68476.7
4749,11.1,141337.7
4750,4.8,74987.1
4751,1.6,35345.8
4752,3.2,53952.9
4753,5.6,74259.9
4754,3.4,65755.1
4755,1,26381.8
4756,11.1,130052.3
4757,10.3,121412.2
4758,9.2,116082.8
4759,2.8,51160.8
4760,2.3,36977.9
4761,1.7,39921.4
4762,9,104124.3
4763,11.2,131292.4
4764,5.7,87072.1
4765,2.3,36955.8
4766,6.6,83086.3
4767,4.8,67468.4
4768,5.1,71126.9
4769,7.8,103024
4770,8.9,108038.1
4771,2.2,48120.5
4772,1.4,34498.4
4773,11.9,138944.1
4774,3.6,62839.6
4775,1.6,35798.8
4776,3.1,58405
4777,1.4,38640.7
4778,5.3,80873
4779,9.8,116581.1
4780,4.8,71902.3
4781,5.9,80243.8
4782,8.4,103987.1
4783,6.6,88645.4
4784,10.5,126846.9
4785,10.5,117334.6
4786,1.1,43345.3
4787,9.6,104776.4
4788,6.1,78361.7
4789,11.9,136560.5
4790,6.3,86835.8
4791,11.9,145699.6
4792,9.3,102343.7
4793,3.7,57301.5
4794,6.9,78370.7
4795,11.9,137607.1
4796,10.4,124957.4
4797,2.1,53315.2
4798,8.8,108399.8
4799,4.8,76059.2
4800,1.1,38288.8
4801,5.4,73805.9
4802,3.6,50821.8
4803,10,120957.1
4804,4.7,61019.6
4805,10.1,127561.7
4806,1,33454.1
4807,4.4,72979.3
4808,3.7,56681.8
4809,3.6,60080.8
4810,1.8,42556.8
4811,3.1,53497.8
4812,7.1,89627.8
4813,4.2,66779.6
4814,5.6,72507
4815,5.1,66710.1
4816,10.6,132298
4817,11,132469.9
4818,6.4,85909.3
4819,4.6,77929.3
4820,2.2,43902.7
4821,11.5,140800.6
4822,1.7,41540.5
4823,4.3,59508.3
4824,4.3,75616.3
4825,4.5,73143.8
4826,2.8,50699
4827,9.6,119773.8
4828,2.3,44774.2
4829,8,104933.1
4830,2.4,33800.9
4831,1.8,35927.5
4832,11,134309
4833,3.1,52665.9
4834,10,120827.3
4835,7,83381
4836,1.9,52724.7
4837,11.5,140274.1
4838,3.7,58847.4
4839,10.5,121394.8
4840,2.9,57603.5
4841,10.4,134151.2
4842,1.1,41006.8
4843,6.6,99642.3
4844,9.5,109123.6
4845,11.3,126887.7
4846,11,122160.7
4847,10,121968.1
4848,10.8,127607.2
4849,3.2,54157.2
4850,4.1,68364.4
4851,4.2,71227.5
4852,5.1,64961.2
4853,5.3,71845.4
4854,7,95490.7
4855,2.8,48302
4856,8.6,101689.3
4857,2.8,57412.3
4858,4.4,59343.7
4859,6.5,84934.2
4860,9.8,118925.6
4861,9.1,107956.8
4862,8.1,105780.6
4863,2.7,47309.5
4864,7,99040.3
4865,2,42685
4866,5.2,77278.7
4867,5.5,81454.8
4868,1.4,34927.3
4869,4,51295.9
4870,11.5,135654.9
4871,11.5,133832.1
4872,4.9,74030.6
4873,1.5,37511.6
4874,3,50508
4875,5.3,86300.5
4876,11.4,124586
4877,2.6,53080
4878,9.4,110452.1
4879,2.2,43718
4880,11.8,134526.2
4881,5.2,69474.2
4882,9.5,118077.8
4883,4.8,77686.9
4884,7.9,102172.4
4885,3.1,54836.3
4886,2.6,43960.8
4887,11.3,134699.6
4888,11.1,141745.6
4889,10.8,124421.3
4890,7.9,97209.2
4891,9.9,115179.7
4892,1.8,38737.7
4893,4.7,53747.5
4894,4.5,69172.4
4895,8,95644.8
4896,4.9,62295.2
4897,2.6,53947.2
4898,7.6,90250
4899,10,117059.2
4900,5.2,82220.1
4901,2.5,40167
4902,3.2,46173.5
4903,3.6,60490.4
4904,4.3,71900.4
4905,8.1,92312.6
4906,7.6,99046
4907,8.7,109904.3
